step,loss,lrm,tok_per_sec
993,3.976098,1.0,29325
994,3.959109,1.0,30170
995,3.996156,1.0,30159
996,4.035126,1.0,30159
997,4.184615,1.0,30157
998,4.246089,1.0,28603
999,4.260338,1.0,30173
1000,4.119284,1.0,30291
1001,4.127955,1.0,30279
1002,4.064874,1.0,30281
1003,3.995929,1.0,30268
1004,4.007488,1.0,29953
1005,4.107418,1.0,30292
1006,4.231654,1.0,30296
1007,4.282668,1.0,30246
1008,4.199635,1.0,30292
1009,4.107551,1.0,30273
1010,4.155882,1.0,30002
1011,4.276713,1.0,30291
1012,4.400359,1.0,30281
1013,4.488326,1.0,30291
1014,4.408731,1.0,30282
1015,4.266205,1.0,30278
1016,4.306009,1.0,30275
1017,4.213205,1.0,30281
1018,4.333,1.0,30290
1019,4.263743,1.0,30288
1020,4.15193,1.0,30267
1021,4.064813,1.0,28580
1022,4.006086,1.0,30262
1023,4.0829,1.0,30258
1024,4.162951,1.0,30262
1025,4.267438,1.0,30267
1026,4.367625,1.0,30265
1027,4.286231,1.0,30240
1028,4.242108,1.0,30149
1029,4.19209,1.0,30214
1030,4.142605,1.0,30166
1031,4.122433,1.0,30158
1032,4.126612,1.0,30138
1033,4.157458,1.0,30158
1034,4.223626,1.0,30162
1035,4.344189,1.0,30033
1036,4.197308,1.0,30064
1037,4.318481,1.0,30146
1038,4.303146,1.0,30162
1039,4.291745,1.0,30182
1040,4.414193,1.0,30103
1041,4.481533,1.0,30159
1042,4.486466,1.0,30155
1043,4.570399,1.0,30156
1044,4.658397,1.0,28655
1045,4.747945,1.0,30151
1046,4.801947,1.0,29660
1047,4.606501,1.0,30148
1048,4.459847,1.0,30142
1049,4.30909,1.0,30149
1050,4.309664,1.0,29760
1051,4.422217,1.0,30168
1052,4.504694,1.0,29993
1053,4.367194,1.0,30154
1054,4.32637,1.0,30153
1055,4.186228,1.0,30143
1056,4.060905,1.0,30154
1057,3.988985,1.0,30120
1058,3.921749,1.0,30150
1059,3.87061,1.0,30148
1060,3.79996,1.0,30149
1061,4.005722,1.0,30155
1062,4.054808,1.0,30157
1063,4.06135,1.0,30159
1064,4.205991,1.0,30171
1065,4.341508,1.0,29987
1066,4.342037,1.0,30149
1067,4.431643,1.0,30148
1068,4.51766,1.0,30153
1069,4.350529,1.0,30149
1070,4.211289,1.0,30137
1071,4.05772,1.0,30083
1072,3.970744,1.0,30124
1073,3.840891,1.0,29954
1074,3.807716,1.0,30152
1075,3.911523,1.0,30155
1076,3.914843,1.0,30159
1077,3.865705,1.0,30056
1078,3.807416,1.0,30135
1079,3.805296,1.0,30138
1080,3.789907,1.0,29773
1081,3.748178,1.0,30149
1082,3.719083,1.0,30144
1083,3.681604,1.0,30152
1084,3.641589,1.0,30139
1085,3.798509,1.0,30133
1086,3.931984,1.0,30128
1087,4.038281,1.0,30147
1088,4.184582,1.0,30142
1089,4.283297,1.0,30137
1090,4.271868,1.0,28782
1091,4.17175,1.0,30145
1092,4.038589,1.0,30145
1093,3.953503,1.0,30151
1094,3.822209,1.0,28744
1095,3.740191,1.0,30140
1096,3.765061,1.0,30141
1097,3.922705,1.0,30147
1098,4.01221,1.0,30103
1099,4.153306,1.0,30145
1100,4.025367,1.0,30147
1101,3.952286,1.0,30170
1102,3.83524,1.0,30157
1103,3.98,1.0,30154
1104,4.095218,1.0,30151
1105,4.224747,1.0,30069
1106,4.342544,1.0,30135
1107,4.361302,1.0,30152
1108,4.292236,1.0,29986
1109,4.162396,1.0,30147
1110,4.071338,1.0,30157
1111,4.008704,1.0,30149
1112,3.832211,1.0,30151
1113,3.850021,1.0,30150
1114,3.837384,1.0,30140
1115,3.813507,1.0,30152
1116,3.81986,1.0,27398
1117,3.774525,1.0,29529
1118,3.75922,1.0,30160
1119,3.762428,1.0,30154
1120,3.721897,1.0,30062
1121,3.687134,1.0,30143
1122,3.615771,1.0,30158
1123,3.517968,1.0,30154
1124,3.503398,1.0,28426
1125,3.464971,1.0,30164
1126,3.489615,1.0,30150
1127,3.473866,1.0,30146
1128,3.457763,1.0,30144
1129,3.371515,1.0,30157
1130,3.407277,1.0,30134
1131,3.543774,1.0,30140
1132,3.550966,1.0,28620
1133,3.570524,1.0,30152
1134,3.558215,1.0,30158
1135,3.513597,1.0,30155
1136,3.513987,1.0,26890
1137,3.606333,1.0,30163
1138,3.723118,1.0,30138
1139,3.765057,1.0,28508
1140,3.890266,1.0,30067
1141,4.010503,1.0,30142
1142,4.083832,1.0,30104
1143,3.945532,1.0,30107
1144,3.863701,1.0,30135
1145,3.893042,1.0,30155
1146,4.013329,1.0,30138
1147,4.114149,1.0,30138
1148,3.979882,1.0,30015
1149,3.871391,1.0,30150
1150,3.784842,1.0,30130
1151,3.706345,1.0,30139
1152,3.627143,1.0,30137
1153,3.657962,1.0,30138
1154,3.707929,1.0,30141
1155,3.870977,1.0,29443
1156,4.032457,1.0,28377
1157,4.121064,1.0,30132
1158,4.250255,1.0,30142
1159,4.339654,1.0,30144
1160,4.240223,1.0,30114
1161,4.119485,1.0,29283
1162,4.124374,1.0,30162
1163,4.146041,1.0,30085
1164,4.246479,1.0,30146
1165,4.270789,1.0,29536
1166,4.364882,1.0,30143
1167,4.402532,1.0,30147
1168,4.464548,1.0,30145
1169,4.543145,1.0,29368
1170,4.589326,1.0,30157
1171,4.605876,1.0,30074
1172,4.649696,1.0,30032
1173,4.516603,1.0,30155
1174,4.45554,1.0,30143
1175,4.540946,1.0,28591
1176,4.614407,1.0,30023
1177,4.51603,1.0,30147
1178,4.505085,1.0,30065
1179,4.350859,1.0,30006
1180,4.209331,1.0,30132
1181,4.098437,1.0,30144
1182,4.127351,1.0,30153
1183,4.062754,1.0,28330
1184,4.003492,1.0,30140
1185,3.960079,1.0,29662
1186,3.893942,1.0,30157
1187,3.860515,1.0,29101
1188,3.791813,1.0,30156
1189,3.639176,1.0,30161
1190,3.776665,1.0,30148
1191,3.700489,1.0,29737
1192,3.597555,1.0,30154
1193,3.597786,1.0,30143
1194,3.584721,1.0,30149
1195,3.688829,1.0,30150
1196,3.829867,1.0,30143
1197,3.880449,1.0,30142
1198,3.88018,1.0,30159
1199,3.759016,1.0,30145
1200,3.685323,1.0,30043
1201,3.63062,1.0,29911
1202,3.634656,1.0,30142
1203,3.739731,1.0,30121
1204,3.838929,1.0,30145
1205,3.893196,1.0,30144
1206,4.015238,1.0,29884
1207,4.01983,1.0,30149
1208,3.917428,1.0,30149
1209,3.780935,1.0,30156
1210,3.752205,1.0,30171
1211,3.779392,1.0,30165
1212,3.935716,1.0,29963
1213,3.820812,1.0,30154
1214,3.764066,1.0,29180
1215,3.780866,1.0,30151
1216,3.722322,1.0,30146
1217,3.804055,1.0,30158
1218,3.728256,1.0,29911
1219,3.636374,1.0,30083
1220,3.559655,1.0,30137
1221,3.518568,1.0,30139
1222,3.696421,1.0,30163
1223,3.854319,1.0,29958
1224,3.821278,1.0,30151
1225,3.73324,1.0,30141
1226,3.895773,1.0,29998
1227,4.040767,1.0,30148
1228,4.133313,1.0,30147
1229,4.017213,1.0,28699
1230,3.921957,1.0,30149
1231,3.912251,1.0,30145
1232,3.988787,1.0,30077
1233,4.132252,1.0,30145
1234,4.074058,1.0,30149
1235,3.974347,1.0,27286
1236,3.891206,1.0,30157
1237,3.789284,1.0,30146
1238,3.932951,1.0,30030
1239,4.058298,1.0,30151
1240,4.107015,1.0,30148
1241,4.02946,1.0,28335
1242,3.963578,1.0,30149
1243,3.867082,1.0,30147
1244,3.796944,1.0,30147
1245,3.72003,1.0,30143
1246,3.864387,1.0,29823
1247,3.864173,1.0,30166
1248,3.872473,1.0,30132
1249,3.908328,1.0,30139
1250,3.882489,1.0,30142
1251,3.923508,1.0,30145
1252,3.848615,1.0,30131
1253,3.747557,1.0,30152
1254,3.694699,1.0,30151
1255,3.781694,1.0,30160
1256,3.887969,1.0,30142
1257,3.832954,1.0,30099
1258,3.746501,1.0,30156
1259,3.87691,1.0,30168
1260,3.995043,1.0,29695
1261,4.024583,1.0,30152
1262,4.038921,1.0,30022
1263,4.058406,1.0,30151
1264,4.005278,1.0,30101
1265,3.903277,1.0,30160
1266,3.801681,1.0,30147
1267,3.756205,1.0,30159
1268,3.717706,1.0,30162
1269,3.612334,1.0,28486
1270,3.558791,1.0,30168
1271,3.497648,1.0,30177
1272,3.691818,1.0,30146
1273,3.797411,1.0,30165
1274,3.812684,1.0,30162
1275,3.833251,1.0,30152
1276,3.75657,1.0,28707
1277,3.862142,1.0,30163
1278,3.966073,1.0,30166
1279,3.802516,1.0,30170
1280,3.713423,1.0,30150
1281,3.629096,1.0,29722
1282,3.597707,1.0,30140
1283,3.565671,1.0,30176
1284,3.587754,1.0,30166
1285,3.581992,1.0,30159
1286,3.742799,1.0,30055
1287,3.880299,1.0,30170
1288,3.890645,1.0,28544
1289,3.989355,1.0,30159
1290,4.021429,1.0,30153
1291,3.885226,1.0,30162
1292,3.95854,1.0,30152
1293,4.005179,1.0,30163
1294,4.062918,1.0,30156
1295,4.013854,1.0,30180
1296,3.90997,1.0,30177
1297,4.024623,1.0,30064
1298,4.150795,1.0,30165
1299,4.01464,1.0,30167
1300,4.135731,1.0,30167
1301,4.189448,1.0,30174
1302,4.164892,1.0,29807
1303,4.116835,1.0,30168
1304,4.061016,1.0,30173
1305,4.025215,1.0,30162
1306,4.151867,1.0,30161
1307,4.036678,1.0,29874
1308,3.940013,1.0,30176
1309,3.820081,1.0,30165
1310,3.713499,1.0,30165
1311,3.585278,1.0,30165
1312,3.522024,1.0,30147
1313,3.44891,1.0,30157
1314,3.426842,1.0,30150
1315,3.347958,1.0,30117
1316,3.301025,1.0,30152
1317,3.326818,1.0,30152
1318,3.530996,1.0,30162
1319,3.559241,1.0,30168
1320,3.647841,1.0,30156
1321,3.760014,1.0,30127
1322,3.619423,1.0,28638
1323,3.514244,1.0,29854
1324,3.395505,1.0,30158
1325,3.380703,1.0,30166
1326,3.519134,1.0,30178
1327,3.650398,1.0,30168
1328,3.727637,1.0,30164
1329,3.832365,1.0,30152
1330,3.956336,1.0,30141
1331,3.853755,1.0,30178
1332,3.955278,1.0,30171
1333,3.826974,1.0,30145
1334,3.839046,1.0,30157
1335,3.946456,1.0,30145
1336,3.897728,1.0,30144
1337,4.053035,1.0,30145
1338,3.963504,1.0,30141
1339,4.04766,1.0,30160
1340,3.887372,1.0,29987
1341,3.814486,1.0,30149
1342,3.734291,1.0,30144
1343,3.643133,1.0,30071
1344,3.616624,1.0,30179
1345,3.758568,1.0,30155
1346,3.76521,1.0,30159
1347,3.894551,1.0,29400
1348,3.831418,1.0,30173
1349,3.867145,1.0,30162
1350,3.959819,1.0,30169
1351,3.986053,1.0,30163
1352,3.881489,1.0,30164
1353,3.768081,1.0,30158
1354,3.74998,1.0,30148
1355,3.90291,1.0,30156
1356,4.009757,1.0,30184
1357,4.110601,1.0,30094
1358,4.090561,1.0,30165
1359,4.034091,1.0,30151
1360,4.107233,1.0,30153
1361,4.113129,1.0,30162
1362,4.202323,1.0,30160
1363,4.120378,1.0,30170
1364,3.978288,1.0,30158
1365,3.916308,1.0,30158
1366,3.794093,1.0,30131
1367,3.739093,1.0,30130
1368,3.651526,1.0,28631
1369,3.799372,1.0,30167
1370,3.773542,1.0,29627
1371,3.773614,1.0,30162
1372,3.930684,1.0,30158
1373,4.043315,1.0,30167
1374,4.165159,1.0,30051
1375,4.176813,1.0,30151
1376,4.097664,1.0,30153
1377,3.955152,1.0,29231
1378,4.082847,1.0,30052
1379,4.184688,1.0,28722
1380,4.240531,1.0,30160
1381,4.262532,1.0,30157
1382,4.329707,1.0,30155
1383,4.128893,1.0,30159
1384,4.058573,1.0,27196
1385,3.927795,1.0,30169
1386,3.814996,1.0,30160
1387,3.913757,1.0,30171
1388,3.80013,1.0,30168
1389,3.904271,1.0,29713
1390,4.014936,1.0,30165
1391,4.096291,1.0,30160
1392,4.103155,1.0,30158
1393,4.128902,1.0,30153
1394,4.213459,1.0,30097
1395,4.294859,1.0,30113
1396,4.367191,1.0,30161
1397,4.415654,1.0,29626
1398,4.269216,1.0,30166
1399,4.121571,1.0,29053
1400,4.006053,1.0,30161
1401,3.940769,1.0,30158
1402,3.852163,1.0,30158
1403,3.735732,1.0,30166
1404,3.846372,1.0,30176
1405,3.914544,1.0,30181
1406,3.999763,1.0,26107
1407,3.991767,1.0,30176
1408,3.838474,1.0,30168
1409,3.879887,1.0,30168
1410,3.88892,1.0,29913
1411,3.809481,1.0,30174
1412,3.871922,1.0,28388
1413,3.879315,1.0,30187
1414,3.885904,1.0,30174
1415,3.813409,1.0,28698
1416,3.726238,1.0,30167
1417,3.62688,1.0,30189
1418,3.527238,1.0,30166
1419,3.390866,1.0,30047
1420,3.414373,1.0,30166
1421,3.385901,1.0,30173
1422,3.30439,1.0,30164
1423,3.258331,1.0,30165
1424,3.251178,1.0,30174
1425,3.246946,1.0,30170
1426,3.411265,1.0,30162
1427,3.486233,1.0,30151
1428,3.369129,1.0,30171
1429,3.292487,1.0,30188
1430,3.245742,1.0,30175
1431,3.237254,1.0,30164
1432,3.384188,1.0,30167
1433,3.373394,1.0,30041
1434,3.275253,1.0,30176
1435,3.249511,1.0,30180
1436,3.319201,1.0,30168
1437,3.492063,1.0,30168
1438,3.681137,1.0,30155
1439,3.647128,1.0,30142
1440,3.667244,1.0,30173
1441,3.651862,1.0,30179
1442,3.769203,1.0,30176
1443,3.889313,1.0,30147
1444,3.90184,1.0,30156
1445,3.92942,1.0,30162
1446,3.827688,1.0,30167
1447,3.962408,1.0,30161
1448,3.791427,1.0,30157
1449,3.680972,1.0,30154
1450,3.599189,1.0,30163
1451,3.49276,1.0,30167
1452,3.456333,1.0,30159
1453,3.620482,1.0,30173
1454,3.749221,1.0,30005
1455,3.873849,1.0,30130
1456,3.873728,1.0,30153
1457,3.946023,1.0,30160
1458,4.007906,1.0,30151
1459,3.860728,1.0,30164
1460,3.78555,1.0,30156
1461,3.849992,1.0,28606
1462,3.900302,1.0,30176
1463,3.938126,1.0,30173
1464,4.043342,1.0,30172
1465,3.987197,1.0,30157
1466,3.915042,1.0,30182
1467,3.789556,1.0,29354
1468,3.758751,1.0,30163
1469,3.614346,1.0,30172
1470,3.514914,1.0,30146
1471,3.412924,1.0,30170
1472,3.340193,1.0,30165
1473,3.282024,1.0,30172
1474,3.202477,1.0,30172
1475,3.18935,1.0,30170
1476,3.167914,1.0,30163
1477,3.31636,1.0,30154
1478,3.260113,1.0,30171
1479,3.266597,1.0,29795
1480,3.409312,1.0,30163
1481,3.545727,1.0,30160
1482,3.66657,1.0,30162
1483,3.528967,1.0,30163
1484,3.353035,1.0,30150
1485,3.297818,1.0,30167
1486,3.21291,1.0,30174
1487,3.152672,1.0,29936
1488,3.099238,1.0,30125
1489,3.187124,1.0,30134
1490,3.167703,1.0,30182
1491,3.139968,1.0,30151
1492,3.023007,1.0,30157
1493,2.964851,1.0,30089
1494,3.163777,1.0,30156
1495,3.078075,1.0,28623
1496,3.143388,1.0,30159
1497,3.227805,1.0,30160
1498,3.386013,1.0,30161
1499,3.48139,1.0,30167
1500,3.377051,1.0,30167
1501,3.316273,1.0,30111
1502,3.392224,1.0,30176
1503,3.527532,1.0,30159
1504,3.66902,1.0,30154
1505,3.777979,1.0,30167
1506,3.850314,1.0,30166
1507,3.767662,1.0,28707
1508,3.720534,1.0,30168
1509,3.777367,1.0,30159
1510,3.870768,1.0,30157
1511,3.917939,1.0,30163
1512,3.851205,1.0,30161
1513,3.714884,1.0,29860
1514,3.677645,1.0,29513
1515,3.642264,1.0,30163
1516,3.623477,1.0,30148
1517,3.73792,1.0,30162
1518,3.817279,1.0,30163
1519,3.824547,1.0,30168
1520,3.736018,1.0,30154
1521,3.591016,1.0,30149
1522,3.513831,1.0,30134
1523,3.630037,1.0,30155
1524,3.676209,1.0,30166
1525,3.565373,1.0,30167
1526,3.516646,1.0,30052
1527,3.428084,1.0,30158
1528,3.37691,1.0,30166
1529,3.425055,1.0,30160
1530,3.446896,1.0,30154
1531,3.5933,1.0,30123
1532,3.723025,1.0,30163
1533,3.836631,1.0,30166
1534,3.824897,1.0,29737
1535,3.700705,1.0,30170
1536,3.624006,1.0,30155
1537,3.554227,1.0,30164
1538,3.44694,1.0,30170
1539,3.364509,1.0,30167
1540,3.271752,1.0,30160
1541,3.201908,1.0,30164
1542,3.315985,1.0,30170
1543,3.400461,1.0,30118
1544,3.324384,1.0,30169
1545,3.374973,1.0,30160
1546,3.531244,1.0,30148
1547,3.561793,1.0,30149
1548,3.401372,1.0,30166
1549,3.459815,1.0,30171
1550,3.485314,1.0,30147
1551,3.57026,1.0,30104
1552,3.52255,1.0,28510
1553,3.646582,1.0,28628
1554,3.64226,1.0,30162
1555,3.529645,1.0,30158
1556,3.425889,1.0,30169
1557,3.335202,1.0,30170
1558,3.302024,1.0,29053
1559,3.28853,1.0,30164
1560,3.406667,1.0,30165
1561,3.364349,1.0,30160
1562,3.430889,1.0,30169
1563,3.345239,1.0,29898
1564,3.340734,1.0,30175
1565,3.496511,1.0,30167
1566,3.638646,1.0,30159
1567,3.58442,1.0,30172
1568,3.695796,1.0,29701
1569,3.755168,1.0,29389
1570,3.713016,1.0,30161
1571,3.771417,1.0,30168
1572,3.786147,1.0,28963
1573,3.834327,1.0,30165
1574,3.855971,1.0,30170
1575,3.860325,1.0,30169
1576,3.717546,1.0,30149
1577,3.668492,1.0,30157
1578,3.748699,1.0,30162
1579,3.856482,1.0,30152
1580,3.678707,1.0,30155
1581,3.521,1.0,30162
1582,3.428777,1.0,29510
1583,3.408266,1.0,30162
1584,3.303146,1.0,30166
1585,3.272687,1.0,30165
1586,3.188478,1.0,30176
1587,3.314364,1.0,30170
1588,3.231345,1.0,30168
1589,3.201179,1.0,29738
1590,3.276234,1.0,30175
1591,3.393007,1.0,30173
1592,3.505881,1.0,30167
1593,3.628473,1.0,29401
1594,3.721629,1.0,30157
1595,3.644056,1.0,30166
1596,3.507822,1.0,30108
1597,3.438153,1.0,30173
1598,3.523043,1.0,30161
1599,3.640905,1.0,28839
1600,3.734275,1.0,30159
1601,3.825411,1.0,30161
1602,3.87166,1.0,30160
1603,3.869011,1.0,29659
1604,3.673331,1.0,30163
1605,3.778728,1.0,30054
1606,3.832084,1.0,30160
1607,3.849186,1.0,29609
1608,3.752946,1.0,30156
1609,3.810003,1.0,30126
1610,3.676435,1.0,30131
1611,3.600428,1.0,30167
1612,3.485363,1.0,30158
1613,3.390293,1.0,30009
1614,3.417804,1.0,30148
1615,3.53473,1.0,30159
1616,3.655876,1.0,30157
1617,3.613875,1.0,30144
1618,3.490911,1.0,30151
1619,3.551146,1.0,30156
1620,3.627567,1.0,30157
1621,3.719488,1.0,30160
1622,3.822862,1.0,30155
1623,3.892729,1.0,30162
1624,3.895298,1.0,30180
1625,3.887679,1.0,30134
1626,3.826123,1.0,30154
1627,3.699819,1.0,30153
1628,3.583612,1.0,30155
1629,3.517159,1.0,30162
1630,3.411756,1.0,30158
1631,3.299753,1.0,30145
1632,3.213653,1.0,30013
1633,3.139287,1.0,30159
1634,3.089976,1.0,30163
1635,3.034157,1.0,30091
1636,3.105524,1.0,30176
1637,3.089286,1.0,30157
1638,3.091179,1.0,30159
1639,3.03683,1.0,30160
1640,2.933009,1.0,30124
1641,2.926345,1.0,30154
1642,2.920241,1.0,26089
1643,2.923896,1.0,30130
1644,2.850588,1.0,29862
1645,2.760073,1.0,28663
1646,2.700276,1.0,30147
1647,2.696738,1.0,30160
1648,2.671235,1.0,30161
1649,2.613837,1.0,30159
1650,2.594708,1.0,30165
1651,2.695606,1.0,30155
1652,2.794566,1.0,30146
1653,2.78239,1.0,30072
1654,2.793847,1.0,30151
1655,2.905213,1.0,30160
1656,3.075644,1.0,30157
1657,3.244637,1.0,30160
1658,3.334238,1.0,30153
1659,3.304646,1.0,30157
1660,3.308146,1.0,30164
1661,3.244113,1.0,30146
1662,3.369294,1.0,30092
1663,3.372764,1.0,30070
1664,3.496679,1.0,30150
1665,3.356743,1.0,29983
1666,3.259662,1.0,30103
1667,3.160985,1.0,30144
1668,3.151438,1.0,29781
1669,3.022658,1.0,30148
1670,2.928276,1.0,30153
1671,2.830303,1.0,29965
1672,2.820861,1.0,28440
1673,2.959523,1.0,30152
1674,3.142806,1.0,30069
1675,3.263226,1.0,30161
1676,3.290534,1.0,30153
1677,3.312892,1.0,29528
1678,3.395667,1.0,29724
1679,3.373106,1.0,30151
1680,3.472739,1.0,30157
1681,3.538877,1.0,30029
1682,3.413635,1.0,30156
1683,3.343111,1.0,30165
1684,3.246794,1.0,30169
1685,3.224175,1.0,30144
1686,3.127837,1.0,30155
1687,3.026031,1.0,30157
1688,3.001283,1.0,30162
1689,2.98668,1.0,30168
1690,2.977765,1.0,28639
1691,3.013592,1.0,29411
1692,3.157427,1.0,30161
1693,3.244487,1.0,30160
1694,3.227459,1.0,30149
1695,3.294651,1.0,30162
1696,3.412152,1.0,30174
1697,3.453753,1.0,25253
1698,3.439089,1.0,30166
1699,3.398091,1.0,30153
1700,3.499901,1.0,30159
1701,3.432621,1.0,30160
1702,3.555833,1.0,30162
1703,3.556446,1.0,30074
1704,3.446407,1.0,30165
1705,3.343777,1.0,30168
1706,3.201991,1.0,30154
1707,3.166798,1.0,25632
1708,3.272869,1.0,30175
1709,3.390242,1.0,30168
1710,3.499504,1.0,30171
1711,3.545215,1.0,30172
1712,3.408025,1.0,29780
1713,3.313827,1.0,30141
1714,3.398025,1.0,30171
1715,3.510446,1.0,30175
1716,3.448821,1.0,30168
1717,3.514961,1.0,30169
1718,3.447001,1.0,30153
1719,3.387172,1.0,30172
1720,3.239348,1.0,30171
1721,3.204848,1.0,29830
1722,3.154872,1.0,30164
1723,3.058219,1.0,30152
1724,3.012991,1.0,30152
1725,3.00146,1.0,30152
1726,2.98188,1.0,30151
1727,2.982648,1.0,30152
1728,2.89434,1.0,30159
1729,2.854475,1.0,30045
1730,2.992165,1.0,30163
1731,3.079805,1.0,30162
1732,3.221569,1.0,30020
1733,3.370829,1.0,30174
1734,3.475024,1.0,30124
1735,3.524379,1.0,30145
1736,3.594087,1.0,30153
1737,3.643967,1.0,28747
1738,3.512654,1.0,30158
1739,3.410833,1.0,30146
1740,3.307191,1.0,29803
1741,3.204837,1.0,30163
1742,3.112428,1.0,30160
1743,3.147258,1.0,30160
1744,3.23167,1.0,30164
1745,3.315526,1.0,30158
1746,3.394404,1.0,30168
1747,3.482575,1.0,30166
1748,3.46379,1.0,30176
1749,3.591431,1.0,30158
1750,3.67763,1.0,30156
1751,3.710212,1.0,30150
1752,3.550507,1.0,30142
1753,3.438551,1.0,30148
1754,3.306285,1.0,30136
1755,3.188616,1.0,30082
1756,3.113333,1.0,30171
1757,3.049713,1.0,30158
1758,3.002441,1.0,30160
1759,3.066523,1.0,30150
1760,2.938422,1.0,30147
1761,2.920999,1.0,30156
1762,2.985307,1.0,30150
1763,3.14817,1.0,30146
1764,3.278203,1.0,30160
1765,3.209891,1.0,30148
1766,3.169021,1.0,30162
1767,3.092694,1.0,30166
1768,2.956909,1.0,30165
1769,3.041789,1.0,30164
1770,3.191336,1.0,30167
1771,3.338656,1.0,30169
1772,3.447385,1.0,30159
1773,3.472271,1.0,30031
1774,3.427066,1.0,30160
1775,3.300175,1.0,30153
1776,3.43445,1.0,30160
1777,3.519727,1.0,30170
1778,3.539887,1.0,30166
1779,3.595551,1.0,30161
1780,3.601793,1.0,30160
1781,3.528972,1.0,30176
1782,3.5428,1.0,30170
1783,3.617994,1.0,28227
1784,3.693109,1.0,30164
1785,3.731949,1.0,30127
1786,3.623233,1.0,30161
1787,3.45534,1.0,30157
1788,3.549533,1.0,30125
1789,3.658989,1.0,29842
1790,3.709833,1.0,30156
1791,3.552492,1.0,29936
1792,3.448497,1.0,30177
1793,3.350785,1.0,30021
1794,3.286806,1.0,30033
1795,3.169725,1.0,30180
1796,3.153577,1.0,30040
1797,3.146783,1.0,30162
1798,3.277638,1.0,30151
1799,3.344203,1.0,30144
1800,3.456229,1.0,30156
1801,3.506805,1.0,30160
1802,3.588668,1.0,30157
1803,3.659067,1.0,30161
1804,3.644115,1.0,30061
1805,3.516101,1.0,30173
1806,3.538612,1.0,30165
1807,3.38582,1.0,30148
1808,3.315739,1.0,30158
1809,3.219423,1.0,30156
1810,3.110235,1.0,30143
1811,3.255028,1.0,30153
1812,3.325215,1.0,30161
1813,3.38141,1.0,29876
1814,3.376185,1.0,30162
1815,3.350725,1.0,30162
1816,3.222019,1.0,30164
1817,3.161235,1.0,30176
1818,3.185113,1.0,30163
1819,3.080436,1.0,29893
1820,2.996756,1.0,30156
1821,2.959555,1.0,30137
1822,2.880402,1.0,30159
1823,3.03613,1.0,30153
1824,3.158267,1.0,30165
1825,3.190378,1.0,30160
1826,3.325069,1.0,29426
1827,3.450179,1.0,30162
1828,3.52835,1.0,30158
1829,3.414966,1.0,28750
1830,3.325546,1.0,30161
1831,3.23982,1.0,30156
1832,3.163817,1.0,30150
1833,3.167928,1.0,30154
1834,3.214239,1.0,30158
1835,3.186999,1.0,30161
1836,3.277571,1.0,30157
1837,3.3149,1.0,30162
1838,3.240398,1.0,30162
1839,3.131742,1.0,30170
1840,3.08639,1.0,30160
1841,3.079324,1.0,30180
1842,3.19584,1.0,30157
1843,3.278698,1.0,30097
1844,3.340328,1.0,30142
1845,3.24202,1.0,30153
1846,3.126666,1.0,30134
1847,3.069173,1.0,30158
1848,3.00141,1.0,29868
1849,3.133123,1.0,30147
1850,3.024573,1.0,30158
1851,2.981967,1.0,30166
1852,2.914712,1.0,30167
1853,2.810441,1.0,30164
1854,2.79996,1.0,30151
1855,2.783609,1.0,30156
1856,2.718544,1.0,30161
1857,2.704227,1.0,30164
1858,2.696503,1.0,30136
1859,2.650287,1.0,30163
1860,2.739866,1.0,30168
1861,2.680597,1.0,29955
1862,2.624025,1.0,30154
1863,2.558199,1.0,30155
1864,2.567753,1.0,30098
1865,2.597959,1.0,30164
1866,2.60587,1.0,30174
1867,2.584803,1.0,30137
1868,2.763397,1.0,30163
1869,2.909726,1.0,30093
1870,2.912126,1.0,30128
1871,2.833809,1.0,30027
1872,2.811159,1.0,30147
1873,2.747322,1.0,30155
1874,2.747736,1.0,30147
1875,2.846409,1.0,28690
1876,2.946146,1.0,28737
1877,3.04,1.0,30166
1878,3.112562,1.0,30160
1879,3.068108,1.0,30158
1880,3.151444,1.0,29620
1881,3.049264,1.0,30156
1882,2.953087,1.0,30162
1883,3.005233,1.0,30154
1884,3.144727,1.0,30157
1885,3.204867,1.0,30146
1886,3.128987,1.0,30148
1887,2.999037,1.0,30157
1888,2.935728,1.0,30156
1889,2.855866,1.0,30146
1890,2.794113,1.0,29823
1891,2.744812,1.0,30163
1892,2.769398,1.0,30160
1893,2.856988,1.0,30160
1894,2.887133,1.0,30127
1895,2.972123,1.0,30157
1896,3.071111,1.0,30155
1897,3.138637,1.0,30159
1898,3.047668,1.0,30157
1899,2.946372,1.0,30159
1900,3.042278,1.0,30172
1901,3.133432,1.0,30151
1902,3.024548,1.0,30127
1903,3.135594,1.0,30167
1904,3.222279,1.0,28410
1905,3.259287,1.0,30168
1906,3.215714,1.0,30160
1907,3.339239,1.0,30159
1908,3.418246,1.0,28863
1909,3.505855,1.0,30130
1910,3.570189,1.0,30161
1911,3.449595,1.0,30157
1912,3.364712,1.0,30156
1913,3.446418,1.0,30157
1914,3.431138,1.0,29966
1915,3.433043,1.0,30173
1916,3.363975,1.0,30145
1917,3.16985,1.0,30155
1918,3.084612,1.0,30130
1919,3.04098,1.0,30151
1920,2.988368,1.0,30161
1921,2.889221,1.0,28643
1922,2.755037,1.0,27384
1923,2.868442,1.0,30030
1924,2.802324,1.0,30161
